operator_id,tanker_id,operator_name,phone,email,city,area,pincode,latitude,longitude,operator_type,verification_status,availability_status,tanker_registration_no,tanker_capacity_kl,tanker_type,water_type_supported,vehicle_model,fuel_type,vehicle_year,service_radius_km,completed_jobs,rating,estimated_price_per_km,registration_date,contract_id,contract_status,record_source
OP-BLR-0177,TNK-BLR-0177,Abhishek Mishra,+91-90000-10177,abhishek.mishra.177@example.com,Bengaluru,Bellandur,560103,12.928162,77.678394,independent,verified,available,KA-03-TX-1177,14,Water Tanker,general,Tata 709,Diesel,2020,40,130,4.3,22.88,2025-01-13,,,synthetic
OP-BLR-0178,TNK-BLR-0178,Suresh Singh,+91-90000-10178,suresh.singh.178@example.com,Bengaluru,Thanisandra,560077,13.056928,77.637601,independent,document_update_required,offline,KA-41-TX-1178,14,Water Tanker,fresh,Eicher Pro 3015,Diesel,2020,20,93,3.9,40.32,2025-11-24,,,synthetic
OP-BLR-0179,TNK-BLR-0179,Vijay Menon,+91-90000-10179,vijay.menon.179@example.com,Bengaluru,Banashankari,560085,12.91941,77.549573,independent,verified,available,KA-41-TX-1179,20,Water Tanker,general,Tata 709,Diesel,2024,50,95,4.0,38.9,2025-12-02,,,synthetic
OP-BLR-0180,TNK-BLR-0180,Mithun Mishra,+91-90000-10180,mithun.mishra.180@example.com,Bengaluru,HSR Layout,560102,12.909503,77.635566,independent,pending,busy,KA-02-TX-1180,10,Water Tanker,fresh,Mahindra Furio 7,Diesel,2020,40,2,4.9,37.21,2025-09-09,,,synthetic
OP-BLR-0181,TNK-BLR-0181,Arun Joshi,+91-90000-10181,arun.joshi.181@example.com,Bengaluru,Indiranagar,560038,12.967628,77.638743,independent,pending,offline,KA-03-TX-1181,5,Water Tanker,fresh,BharatBenz 1015R,Diesel,2018,15,6,4.3,26.76,2026-05-19,,,synthetic
OP-BLR-0182,TNK-BLR-0182,Naveen Rao,+91-90000-10182,naveen.rao.182@example.com,Bengaluru,Sarjapur,562125,12.853302,77.782104,independent,pending,available,KA-03-TX-1182,10,Water Tanker,fresh,Tata Ultra,Diesel,2018,30,23,3.8,38.4,2025-03-18,,,synthetic
OP-BLR-0183,TNK-BLR-0183,Sachin Patil,+91-90000-10183,sachin.patil.183@example.com,Bengaluru,Sarjapur,562125,12.857267,77.792015,independent,pending,available,KA-51-TX-1183,8,Water Tanker,fresh,Ashok Leyland Partner,Diesel,2018,15,60,3.8,37.4,2025-04-22,,,synthetic
OP-BLR-0184,TNK-BLR-0184,Manoj Sharma,+91-90000-10184,manoj.sharma.184@example.com,Bengaluru,Indiranagar,560038,12.971357,77.639704,independent,verified,maintenance,KA-02-TX-1184,10,Water Tanker,fresh,Tata 709,Diesel,2018,15,115,4.7,28.08,2025-02-11,,,synthetic
OP-BLR-0185,TNK-BLR-0185,Deepak Patil,+91-90000-10185,deepak.patil.185@example.com,Bengaluru,Yelahanka,560064,13.104079,77.603794,independent,verified,available,KA-03-TX-1185,8,Water Tanker,general,Tata 407,Diesel,2023,50,23,4.2,36.96,2025-09-13,,,synthetic
OP-BLR-0186,TNK-BLR-0186,Yogesh Gowda,+91-90000-10186,yogesh.gowda.186@example.com,Bengaluru,BTM Layout,560076,12.910543,77.603087,independent,pending,available,KA-02-TX-1186,14,Water Tanker,treated,Tata 709,Diesel,2021,50,35,3.7,41.94,2025-07-22,,,synthetic
OP-BLR-0187,TNK-BLR-0187,Ramesh Shetty,+91-90000-10187,ramesh.shetty.187@example.com,Bengaluru,Kalyan Nagar,560043,13.01896,77.647076,independent,verified,maintenance,KA-04-TX-1187,14,Water Tanker,treated,Tata 407,Diesel,2023,40,84,4.2,29.08,2025-07-11,,,synthetic
OP-BLR-0188,TNK-BLR-0188,Santosh Mishra,+91-90000-10188,santosh.mishra.188@example.com,Bengaluru,Banashankari,560085,12.918054,77.548707,independent,verified,available,KA-04-TX-1188,16,Water Tanker,fresh,Tata 709,Diesel,2021,25,38,3.8,25.99,2026-06-23,,,synthetic
OP-BLR-0189,TNK-BLR-0189,Suraj Kumar,+91-90000-10189,suraj.kumar.189@example.com,Bengaluru,Thanisandra,560077,13.063311,77.640946,independent,verified,available,KA-41-TX-1189,10,Water Tanker,treated,Ashok Leyland Dost,Diesel,2017,20,97,4.4,22.59,2025-10-15,,,synthetic
OP-BLR-0190,TNK-BLR-0190,Nithin Yadav,+91-90000-10190,nithin.yadav.190@example.com,Bengaluru,Sarjapur,562125,12.864869,77.794394,independent,document_update_required,available,KA-51-TX-1190,8,Water Tanker,fresh,Tata 407,Diesel,2020,30,91,4.8,37.95,2025-12-30,,,synthetic
OP-BLR-0191,TNK-BLR-0191,Sunil Verma,+91-90000-10191,sunil.verma.191@example.com,Bengaluru,Mahadevapura,560048,12.988388,77.71121,independent,verified,busy,KA-51-TX-1191,12,Water Tanker,general,Tata Ultra,Diesel,2019,30,151,4.9,38.73,2026-05-20,,,synthetic
OP-BLR-0192,TNK-BLR-0192,Sunil Singh,+91-90000-10192,sunil.singh.192@example.com,Bengaluru,Jayanagar,560041,12.918444,77.589522,independent,verified,busy,KA-01-TX-1192,10,Water Tanker,fresh,Ashok Leyland Dost,Diesel,2022,40,9,3.8,38.05,2025-11-28,,,synthetic
OP-BLR-0193,TNK-BLR-0193,Ravi Patil,+91-90000-10193,ravi.patil.193@example.com,Bengaluru,Sarjapur,562125,12.863875,77.780666,independent,verified,busy,KA-03-TX-1193,20,Water Tanker,treated,Eicher Pro 3015,Diesel,2018,20,150,4.0,24.73,2025-06-11,,,synthetic
OP-BLR-0194,TNK-BLR-0194,Abhishek Bhat,+91-90000-10194,abhishek.bhat.194@example.com,Bengaluru,Malleshwaram,560003,13.006415,77.569492,independent,pending,busy,KA-03-TX-1194,8,Water Tanker,fresh,Ashok Leyland Dost,Diesel,2023,20,44,4.6,27.89,2025-07-01,,,synthetic
OP-BLR-0195,TNK-BLR-0195,Vinod Menon,+91-90000-10195,vinod.menon.195@example.com,Bengaluru,Electronic City,560100,12.840113,77.657291,independent,pending,busy,KA-51-TX-1195,12,Water Tanker,general,Ashok Leyland Dost,Diesel,2022,40,8,3.7,28.94,2025-11-24,,,synthetic
OP-BLR-0196,TNK-BLR-0196,Kiran Bhat,+91-90000-10196,kiran.bhat.196@example.com,Bengaluru,KR Puram,560036,12.999682,77.690755,independent,verified,available,KA-01-TX-1196,12,Water Tanker,treated,Mahindra Furio 7,Diesel,2023,15,114,4.8,31.86,2026-01-23,,,synthetic
OP-BLR-0197,TNK-BLR-0197,Suraj Nair,+91-90000-10197,suraj.nair.197@example.com,Bengaluru,Nagarbhavi,560072,12.964961,77.51742,independent,verified,offline,KA-02-TX-1197,6,Water Tanker,treated,Tata 407,Diesel,2021,10,25,4.0,41.03,2025-03-17,,,synthetic
OP-BLR-0198,TNK-BLR-0198,Ajay Nair,+91-90000-10198,ajay.nair.198@example.com,Bengaluru,Rajarajeshwari Nagar,560098,12.931612,77.515753,independent,pending,available,KA-41-TX-1198,20,Water Tanker,general,Tata 407,Diesel,2023,40,41,3.8,39.8,2025-06-10,,,synthetic
OP-BLR-0199,TNK-BLR-0199,Manoj Bhat,+91-90000-10199,manoj.bhat.199@example.com,Bengaluru,Sarjapur,562125,12.86819,77.784948,independent,verified,maintenance,KA-41-TX-1199,8,Water Tanker,treated,Ashok Leyland Partner,Diesel,2018,10,52,4.2,32.99,2026-05-18,,,synthetic
OP-BLR-0200,TNK-BLR-0200,Mahesh Das,+91-90000-10200,mahesh.das.200@example.com,Bengaluru,Indiranagar,560038,12.970742,77.637913,independent,verified,busy,KA-02-TX-1200,6,Water Tanker,treated,BharatBenz 1015R,Diesel,2018,25,0,,38.88,2025-11-12,,,synthetic
OP-BLR-0201,TNK-BLR-0201,MS Engineering,+91-90000-20001,source_operator_01@example.com,Bengaluru,Bengaluru,,,,unclassified,to_be_verified,unknown,,,Water Tanker / Tanker Body Builder,unknown,,,,,,,,,,to_be_verified,user_provided_online_list
OP-BLR-0202,TNK-BLR-0202,Shankar Builders,+91-90000-20002,source_operator_02@example.com,Bengaluru,Bengaluru,,,,unclassified,to_be_verified,unknown,,,Water Tanker / Tanker Body Builder,unknown,,,,,,,,,,to_be_verified,user_provided_online_list
OP-BLR-0203,TNK-BLR-0203,Diamond Truck Body Builders,+91-90000-20003,source_operator_03@example.com,Bengaluru,Bengaluru,,,,unclassified,to_be_verified,unknown,,,Water Tanker / Tanker Body Builder,unknown,,,,,,,,,,to_be_verified,user_provided_online_list
OP-BLR-0204,TNK-BLR-0204,Mm Dass & Sons Engineering Works,+91-90000-20004,source_operator_04@example.com,Bengaluru,Bengaluru,,,,unclassified,to_be_verified,unknown,,,Water Tanker / Tanker Body Builder,unknown,,,,,,,,,,to_be_verified,user_provided_online_list
OP-BLR-0205,TNK-BLR-0205,S R Truck Body Builders,+91-90000-20005,source_operator_05@example.com,Bengaluru,Bengaluru,,,,unclassified,to_be_verified,unknown,,,Water Tanker / Tanker Body Builder,unknown,,,,,,,,,,to_be_verified,user_provided_online_list
OP-BLR-0206,TNK-BLR-0206,Dharmashastra Engineering,+91-90000-20006,source_operator_06@example.com,Bengaluru,Bengaluru,,,,unclassified,to_be_verified,unknown,,,Water Tanker / Tanker Body Builder,unknown,,,,,,,,,,to_be_verified,user_provided_online_list
OP-BLR-0207,TNK-BLR-0207,Golden Fabrications,+91-90000-20007,source_operator_07@example.com,Bengaluru,Bengaluru,,,,unclassified,to_be_verified,unknown,,,Water Tanker / Tanker Body Builder,unknown,,,,,,,,,,to_be_verified,user_provided_online_list
OP-BLR-0208,TNK-BLR-0208,Hindustan Agriculture Works,+91-90000-20008,source_operator_08@example.com,Bengaluru,Bengaluru,,,,unclassified,to_be_verified,unknown,,,Water Tanker / Tanker Body Builder,unknown,,,,,,,,,,to_be_verified,user_provided_online_list
OP-BLR-0209,TNK-BLR-0209,Transporter Auto Engineering,+91-90000-20009,source_operator_09@example.com,Bengaluru,Bengaluru,,,,unclassified,to_be_verified,unknown,,,Water Tanker / Tanker Body Builder,unknown,,,,,,,,,,to_be_verified,user_provided_online_list
OP-BLR-0210,TNK-BLR-0210,Capitol Industries,+91-90000-20010,source_operator_10@example.com,Bengaluru,Bengaluru,,,,unclassified,to_be_verified,unknown,,,Water Tanker / Tanker Body Builder,unknown,,,,,,,,,,to_be_verified,user_provided_online_list
OP-BLR-0211,TNK-BLR-0211,Rishi Engineering Works,+91-90000-20011,source_operator_11@example.com,Bengaluru,Bengaluru,,,,unclassified,to_be_verified,unknown,,,Water Tanker / Tanker Body Builder,unknown,,,,,,,,,,to_be_verified,user_provided_online_list
OP-BLR-0212,TNK-BLR-0212,Modern Agricultural Works,+91-90000-20012,source_operator_12@example.com,Bengaluru,Bengaluru,,,,unclassified,to_be_verified,unknown,,,Water Tanker / Tanker Body Builder,unknown,,,,,,,,,,to_be_verified,user_provided_online_list
